source_recipe_id,recipe_name,external_raw_status,mapping_class,strict_raw_triage,mapped_existing_rows,new_food_rows,form_split_rows,composite_process_rows,unresolved_rows,optional_rows,choice_groups,family_count_lead,optional_role_lead,substitution_lead,production_ready
USSR82-318,"Суп из ревеня, кураги и яблок",READY_RAW,CATALOGUE_EXTENSION_LEAD,NO,3,3,0,0,0,0,0,NO,NO,NO,NO
USSR82-319,Суп-пюре из плодов или ягод свежих,READY_RAW,CATALOGUE_EXTENSION_LEAD,NO,81,39,3,0,0,0,0,NO,NO,NO,NO
USSR82-320,Суп-пюре из плодов сушеных,READY_RAW,CATALOGUE_EXTENSION_LEAD,NO,3,2,1,0,0,0,0,NO,NO,NO,NO
USSR82-321,Суп фруктовый консервированный,PARTIAL_RAW,RAW_EVIDENCE_REVIEW,NO,3,1,0,4,0,2,1,NO,NO,NO,NO
USSR82-322,Суп с пивом (сладкий),READY_RAW,CATALOGUE_EXTENSION_LEAD,YES,2,1,2,0,0,0,0,YES,NO,NO,NO
USSR82-323,Картофель отварной,READY_RAW,DIRECT_EXISTING_MAP_LEAD,YES,2,0,0,0,0,0,0,YES,NO,NO,NO
USSR82-324,"Картофель отварной с луком или грибами, или луком и грибами",READY_RAW,CATALOGUE_EXTENSION_LEAD,NO,13,9,3,0,0,0,3,NO,NO,NO,NO
USSR82-325,Картофель в молоке,READY_RAW,CATALOGUE_EXTENSION_LEAD,YES,6,0,3,0,0,0,0,YES,NO,NO,NO
USSR82-326,Картофельное пюре,READY_RAW,CATALOGUE_EXTENSION_LEAD,YES,2,0,1,0,0,0,0,YES,NO,NO,NO
USSR82-327,Капуста отварная с маслом или соусом,READY_RAW,PROCESS_REVIEW,NO,15,0,9,12,0,0,2,NO,NO,NO,NO
USSR82-328,Тыква отварная,READY_RAW,CATALOGUE_EXTENSION_LEAD,YES,2,2,2,0,0,0,0,YES,NO,NO,NO
USSR82-329,Горох овощной отварной,READY_RAW,PROCESS_REVIEW,NO,6,3,6,3,0,0,1,NO,NO,NO,NO
USSR82-330,Фасоль овощная отварная,READY_RAW,PROCESS_REVIEW,NO,10,0,0,3,0,0,1,NO,NO,NO,NO
USSR82-331,Кукуруза отварная,READY_RAW,PROCESS_REVIEW,NO,3,0,9,6,0,0,2,NO,NO,NO,NO
USSR82-332,Спаржа отварная,READY_RAW,PROCESS_REVIEW,NO,4,0,0,12,0,0,1,NO,NO,NO,NO
USSR82-333,Артишоки отварные,READY_RAW,PROCESS_REVIEW,YES,0,0,0,3,0,0,1,NO,NO,YES,NO
USSR82-334,Пюре из моркови или свеклы,READY_RAW,IDENTITY_REVIEW,NO,9,3,0,4,3,0,2,NO,NO,NO,NO
USSR82-335,Пюре из шпината с яйцом,PARTIAL_RAW,RAW_EVIDENCE_REVIEW,NO,9,4,0,3,0,0,0,NO,NO,NO,NO
USSR82-336,Пюре из тыквы,READY_RAW,PROCESS_REVIEW,NO,6,6,0,3,0,0,0,NO,NO,NO,NO
USSR82-337,Овощи припущенные,READY_RAW,PROCESS_REVIEW,NO,15,12,0,3,0,0,2,NO,NO,NO,NO
USSR82-338,Капуста белокочанная с соусом,READY_RAW,PROCESS_REVIEW,NO,3,3,0,9,0,0,1,NO,NO,NO,NO
USSR82-339,Морковь с зеленым горошком в молочном соусе,READY_RAW,PROCESS_REVIEW,NO,2,2,0,1,0,0,0,NO,NO,NO,NO
USSR82-340,Каша из тыквы,READY_RAW,CATALOGUE_EXTENSION_LEAD,YES,6,12,0,0,0,0,1,YES,NO,YES,NO
