external_ingredient_id,v22_13_external_name,v22_5_canonical_labels,v22_5_original_labels,external_exactness_tier,map_state,familyfoodos_food_code,mapping_confidence,candidate_recipe_count,candidate_recipe_ids,candidate_row_count,candidate_input_mass_g,simple_candidate_recipe_count,simple_candidate_recipe_ids,semantic_compatibility_status,accepted_identity_mapping_status,current_profile_presence_status,profile_suitability_for_recipe_form,authority_source_candidate,authority_record_candidate,authority_assignment_status,authority_search_strategy,rights_status,production_ready,proposed_dc2_batch
ING-0195,Налим,Налим,Налим,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-296,3,366,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0197,Хлебный квас,Хлебный квас,Квас хлебный,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-312,3,2100,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0207,Укроп,Укроп,Укроп,C_PROXY,FORM_SPLIT_CANDIDATE,,HIGH,2,USSR82-296 | USSR82-312,6,72,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
ING-0209,Крупа кукурузная,Крупа кукурузная,Кукурузная крупа,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-259,3,180,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0210,Крупа ячневая,Крупа ячневая,Крупа ячневая,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-259,3,240,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0221,Хрен (корень),Хрен (корень),Хрен (корень),A_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,1,USSR82-312,3,90,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
ING-0227,Груша,Груша,Груши,A_REFERENCE,EXACT_EXISTING,PEAR,HIGH,1,USSR82-314,6,1369,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:746773@2026-04-30:Foundation,746773,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
ING-0228,Слива,Слива,Слива,A_REFERENCE,EXACT_EXISTING,PLUM,HIGH,2,USSR82-314 | USSR82-319,4,1000,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:2710837@2026-04-30:Foundation,2710837,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
ING-0229,Крахмал картофельный,Крахмал картофельный,Крахмал картофельный,B_MULTI_SOURCE_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,5,USSR82-314 | USSR82-317 | USSR82-318 | USSR82-319 | USSR82-320,58,1156,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-A_HIGH_IMPACT
ING-0230,Корица,Корица,Корица,A_REFERENCE,ALIAS_EXISTING,CINNAMON_GROUND,HIGH,5,USSR82-314 | USSR82-317 | USSR82-319 | USSR82-320 | USSR82-351,13,12.1,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:171320@2018-04:SR Legacy,171320,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
ING-0234,Яблоки сушеные,Яблоки сушеные,Яблоки сушеные,A_REFERENCE,FORM_SPLIT_CANDIDATE,,HIGH,2,USSR82-317 | USSR82-320,4,400,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
ING-0235,Груши сушеные,Груши сушеные,Груши сушеные,A_REFERENCE,FORM_SPLIT_CANDIDATE,,HIGH,1,USSR82-317,3,450,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
ING-0236,Курага,Курага,Курага,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,3,USSR82-317 | USSR82-318 | USSR82-320,4,440,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0237,Урюк,Урюк,Урюк,B_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-317,3,460,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0238,Ревень,Ревень,Ревень овощной свежий,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-318,1,100,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0239,Малина,Малина,Малина,A_REFERENCE,EXACT_EXISTING,RASPBERRY,HIGH,1,USSR82-319,3,880,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:2346410@2026-04-30:Foundation,2346410,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
ING-0240,Земляника садовая,Земляника садовая,Земляника садовая,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-319,3,880,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0241,Черника,Черника,Черника,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-319,3,880,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0242,Вишня,Вишня,Вишня,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-319,3,880,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0243,Черешня,Черешня,Черешня,A_REFERENCE,EXACT_EXISTING,CHERRY_SWEET,HIGH,1,USSR82-319,3,880,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:2346399@2026-04-30:Foundation,2346399,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
ING-0244,Персик,Персик,Персики,A_REFERENCE,EXACT_EXISTING,PEACH,HIGH,1,USSR82-319,3,880,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:325430@2026-04-30:Foundation,325430,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
ING-0245,Абрикос,Абрикос,Абрикосы,A_REFERENCE,EXACT_EXISTING,APRICOT,HIGH,1,USSR82-319,3,880,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,REUSE_ACCEPTED_MAPPING,PRESENT_IN_REQUIRED_PRODUCTION_SEED,PROFILE_PRESENT_FORM_REVIEW_REQUIRED,USDA_FDC:2710815@2026-04-30:Foundation,2710815,EXISTING_PROFILE_PROVENANCE_IDENTIFIED_FORM_REVIEW_REQUIRED,,OPEN_REUSE_CURRENT_PROFILE,NO,REUSE_EXISTING_PROFILE_FORM_REVIEW
ING-0246,Клюква,Клюква,Клюква,A_REFERENCE,FORM_SPLIT_CANDIDATE,,HIGH,1,USSR82-319,3,390,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
ING-0248,Пиво Жигулевское,Пиво Жигулевское,"Пиво ""Жигулевское""",A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-322,1,300,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0267,Кольраби,Кольраби,Кольраби,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-365,3,1160,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
ING-0294,Яичный порошок,Яичный порошок,Яичный порошок,A_REFERENCE,FORM_SPLIT_CANDIDATE,,MEDIUM,1,USSR82-468,2,50,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,,,BLOCKED_FORM_SELECTION_BEFORE_AUTHORITY,SELECT_EXACT_FORM_THEN_ASSIGN_AUTHORITY,UNRESOLVED_UNTIL_FORM_SELECTION,NO,DC2-C_IDENTITY_FORM_REVIEW
ING-0295,Хлеб ржаной,Хлеб ржаной,Хлеб ржаной,A_REFERENCE,NEW_FOOD_CANDIDATE,,MEDIUM,1,USSR82-464,2,90,0,,LABEL_MATCH_OR_COMPATIBLE_TEXT,NO_ACCEPTED_FAMILYFOODOS_IDENTITY_YET,NOT_APPLICABLE_NO_ACCEPTED_FOOD_MAPPING,NOT_APPLICABLE_NO_ACCEPTED_PROFILE,FIC_FGBUN_2024_SEARCH_TARGET,,SOURCE_FAMILY_SEARCH_TARGET_EXACT_RECORD_UNVERIFIED,SEARCH_FIC_FGBUN_THEN_PIN_EXACT_RECORD_AND_REVIEW_RIGHTS,BLOCKED_PENDING_RIGHTS_REVIEW,NO,DC2-B_STANDARD_EXTENSION
